ID,German,Bulgarian,Part of Speech,Difficulty,Gender,Plural,Examples,Categories,Status,Notes
laden,"Laden","Магазин",noun,2,,,0,places,unreviewed,
garten,"Garten","Градина",noun,2,,,0,nature,unreviewed,
uhr,"Uhr","Часовник",noun,2,,,0,time,unreviewed,
fahren,"fahren","Карам",verb,3,,,0,transport,unreviewed,
leben,"leben","Живея",verb,3,,,0,everyday-phrases,unreviewed,
lernen,"lernen","Уча",verb,3,,,0,everyday-phrases,unreviewed,
eins,"eins","Едно",number,2,,,0,numbers,unreviewed,
zwei,"zwei","Две",number,2,,,0,numbers,unreviewed,
drei,"drei","Три",number,2,,,0,numbers,unreviewed,
vier,"vier","Четири",number,2,,,0,numbers,unreviewed,
