ID,German,Bulgarian,Part of Speech,Difficulty,Gender,Plural,Examples,Categories,Status,Notes
a1_verb_051,"lieben, mögen","Обичам",phrase,1,,,3,everyday-phrases,unreviewed,
a1_verb_052,"gefallen, mögen","Харесвам",phrase,1,,,3,everyday-phrases,unreviewed,
a1_verb_053,"wissen, kennen","Зная",phrase,1,,,3,everyday-phrases,unreviewed,
a1_verb_054,"kennen (Person)","Познавам",phrase,1,,,3,everyday-phrases,unreviewed,
a1_verb_055,"glauben","Вярвам",phrase,2,,,3,culture,unreviewed,
a1_verb_056,"fühlen","Чувствам",phrase,2,,,3,everyday-phrases,unreviewed,
a1_verb_057,"denken, meinen","Мисля",phrase,1,,,3,everyday-phrases,unreviewed,
a1_verb_058,"benutzen, verwenden","Използвам",phrase,2,,,3,everyday-phrases,unreviewed,
a1_verb_059,"bekommen, erhalten","Получавам",phrase,2,,,3,everyday-phrases,unreviewed,
a1_verb_060,"bleiben","Оставам",phrase,1,,,3,everyday-phrases,unreviewed,
