ID,German,Bulgarian,Part of Speech,Difficulty,Gender,Plural,Examples,Categories,Status,Notes
a1_final14_033,"Ticket","Билет",noun,1,,,3,home,unreviewed,
a1_final14_034,"Brief","Писмо",noun,1,,,3,home,unreviewed,
a1_final14_035,"Umschlag","Плик",noun,1,,,3,home,unreviewed,
a1_final14_036,"Waage","Везна",noun,1,,,3,home,unreviewed,
a1_final14_037,"Meter","Метър",noun,1,,,3,home,unreviewed,
a1_final14_038,"Lineal","Линийка",noun,1,,,3,home,unreviewed,
a1_final14_039,"Schere","Ножица",noun,1,,,3,home,unreviewed,
a1_final14_040,"Faden","Конец",noun,1,,,3,home,unreviewed,
a1_final14_041,"Nadel","Игла",noun,1,,,3,home,unreviewed,
a1_final14_042,"Knopf","Копче",noun,1,,,3,home,unreviewed,
