ID,German,Bulgarian,Part of Speech,Difficulty,Gender,Plural,Examples,Categories,Status,Notes
a1_final14_023,"Ofen","Фурна",noun,1,,,3,home,unreviewed,
a1_final14_024,"Kühlschrank","Хладилник",noun,1,,,3,home,unreviewed,
a1_final14_025,"Fernseher","Телевизор",noun,1,,,3,home,unreviewed,
a1_final14_026,"Radio","Радио",noun,1,,,3,home,unreviewed,
a1_final14_027,"Lampe","Лампа",noun,1,,,3,home,unreviewed,
a1_final14_028,"Kerze","Свещ",noun,1,,,3,home,unreviewed,
a1_final14_029,"Spiegel","Огледало",noun,1,,,3,home,unreviewed,
a1_final14_030,"Gemälde","Картина",noun,1,,,3,home,unreviewed,
a1_final14_031,"Kalender","Календар",noun,1,,,3,home,unreviewed,
a1_final14_032,"Karte/Map","Карта",noun,1,,,3,home,unreviewed,
