ID,German,Bulgarian,Part of Speech,Difficulty,Gender,Plural,Examples,Categories,Status,Notes
a1_education_003,"die Aufgabe","Задача",phrase,1,,,3,everyday-phrases,unreviewed,
a1_education_004,"die Prüfung","Изпит",phrase,1,,,3,everyday-phrases,unreviewed,
a1_education_005,"der Test","Тест",phrase,1,,,3,everyday-phrases,unreviewed,
a1_education_006,"die Note","Оценка",phrase,1,,,3,everyday-phrases,unreviewed,
a1_education_007,"das Diplom","Диплома",phrase,1,,,3,everyday-phrases,unreviewed,
a1_education_008,"der Bleistift","Молив",phrase,1,,,3,everyday-phrases,unreviewed,
a1_education_009,"der Kugelschreiber","Химикалка",phrase,1,,,3,everyday-phrases,unreviewed,
a1_education_010,"das Heft","Тетрадка",phrase,1,,,3,everyday-phrases,unreviewed,
a1_education_011,"das Lehrbuch","Учебник",phrase,1,,,3,everyday-phrases,unreviewed,
a1_education_012,"das Wörterbuch","Речник",phrase,1,,,3,everyday-phrases,unreviewed,
