ID,German,Bulgarian,Part of Speech,Difficulty,Gender,Plural,Examples,Categories,Status,Notes
a1_question_001,"wer","Кой",pronoun,1,,,3,everyday-phrases,unreviewed,
a1_question_002,"was","Какво",pronoun,1,,,3,everyday-phrases,unreviewed,
a1_verb_008,"sprechen / reden","Говоря",phrase,1,,,3,everyday-phrases,unreviewed,
a1_verb_009,"hören / zuhören","Слушам",phrase,1,,,3,everyday-phrases,unreviewed,
a1_verb_010,"lesen","Чета",phrase,1,,,3,everyday-phrases,unreviewed,
a1_verb_011,"schreiben","Пиша",phrase,1,,,3,everyday-phrases,unreviewed,
a1_verb_012,"leben / wohnen","Живея",phrase,1,,,3,everyday-phrases,unreviewed,
a1_verb_013,"anfangen / beginnen","Започвам",phrase,1,,,3,everyday-phrases,unreviewed,
a1_verb_014,"beenden / abschließen","Завършвам",phrase,1,,,3,everyday-phrases,unreviewed,
a1_verb_015,"warten","Чакам",phrase,1,,,3,everyday-phrases,unreviewed,
