ID,German,Bulgarian,Part of Speech,Difficulty,Gender,Plural,Examples,Categories,Status,Notes
a1_health_002,"der Schmerz","Болка",noun,1,,,3,everyday-phrases,unreviewed,
a1_health_003,"das Medikament","Лекарство",noun,1,,,3,everyday-phrases,unreviewed,
a1_health_004,"der Zahnarzt","Зъболекар",noun,1,,,3,everyday-phrases,unreviewed,
a1_health_005,"das Fieber","Треска",noun,1,,,3,everyday-phrases,unreviewed,
a1_health_006,"der Husten","Кашлица",noun,1,,,3,everyday-phrases,unreviewed,
a1_health_007,"die Grippe","Грип",noun,1,,,3,everyday-phrases,unreviewed,
a1_health_008,"die Erkältung","Настинка",noun,1,,,3,everyday-phrases,unreviewed,
a1_health_009,"die Krankheit","Болест",noun,1,,,3,everyday-phrases,unreviewed,
a1_health_010,"die Behandlung","Лечение",noun,1,,,3,everyday-phrases,unreviewed,
a1_tech_001,"das Internet","Интернет",noun,1,,,3,technology,unreviewed,
