ID,German,Bulgarian,Part of Speech,Difficulty,Gender,Plural,Examples,Categories,Status,Notes
a1_final_043,"Art/Weise","Начин",phrase,1,,,3,everyday-phrases,unreviewed,
a1_final_044,"Grund/Ursache","Причина",phrase,1,,,3,everyday-phrases,unreviewed,
a1_final_045,"Ergebnis","Резултат",phrase,1,,,3,everyday-phrases,unreviewed,
a1_final_046,"Beispiel","Пример",phrase,1,,,3,everyday-phrases,unreviewed,
a1_final_047,"Tatsache","Факт",phrase,1,,,3,everyday-phrases,unreviewed,
a1_final_048,"Wahrheit","Истина",phrase,1,,,3,everyday-phrases,unreviewed,
a1_final_049,"Lüge","Лъжа",phrase,1,,,3,everyday-phrases,unreviewed,
a1_final_050,"Geheimnis","Тайна",phrase,1,,,3,everyday-phrases,unreviewed,
a1_final_051,"Versprechen","Обещание",phrase,1,,,3,everyday-phrases,unreviewed,
a1_final_052,"Recht/Gerechtigkeit","Правда",phrase,1,,,3,everyday-phrases,unreviewed,
