ID,German,Bulgarian,Part of Speech,Difficulty,Gender,Plural,Examples,Categories,Status,Notes
a1_adverb_001,"sehr, viel","Много",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adverb_002,"wenig, ein bisschen","Малко",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adverb_003,"gut","Добре",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adverb_004,"schlecht","Лошо",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adverb_005,"schnell","Бързо",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adverb_006,"langsam","Бавно",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adverb_007,"immer","Винаги",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adverb_008,"nie","Никога",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adverb_009,"oft","Често",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adverb_010,"selten","Рядко",phrase,1,,,3,everyday-phrases,unreviewed,
