ID,German,Bulgarian,Part of Speech,Difficulty,Gender,Plural,Examples,Categories,Status,Notes
viele,"viele","Много",adjective,2,,,0,everyday-phrases,unreviewed,
wenig,"wenig","Малко",adjective,2,,,0,everyday-phrases,unreviewed,
alle,"alle","Всички",adjective,2,,,0,everyday-phrases,unreviewed,
einige,"einige","Няколко",adjective,2,,,0,numbers,unreviewed,
keiner,"keiner","Никой",adjective,2,,,0,everyday-phrases,unreviewed,
samstag,"Samstag","Събота",phrase,2,,,0,time,unreviewed,
stunde,"Stunde","Час",phrase,2,,,0,time,unreviewed,
minute,"Minute","Минута",phrase,2,,,0,time,unreviewed,
morgen,"Morgen","Сутрин",phrase,2,,,0,time,unreviewed,
mittag,"Mittag","Обед",phrase,2,,,0,time,unreviewed,
