ID,German,Bulgarian,Part of Speech,Difficulty,Gender,Plural,Examples,Categories,Status,Notes
a1_grammar_012,"vor","Пред",phrase,1,,,3,grammar,unreviewed,
a1_grammar_013,"nach","След",phrase,1,,,3,grammar,unreviewed,
a1_grammar_014,"über","Над",phrase,1,,,3,grammar,unreviewed,
a1_grammar_015,"unter","Под",phrase,1,,,3,grammar,unreviewed,
a1_grammar_016,"zwischen","Между",phrase,1,,,3,grammar,unreviewed,
a1_grammar_017,"bei","При",phrase,1,,,3,grammar,unreviewed,
a1_grammar_018,"dass","Че",phrase,1,,,3,grammar,unreviewed,
a1_grammar_019,"wenn, falls","Ако",phrase,1,,,3,grammar,unreviewed,
a1_grammar_020,"wenn, als","Когато",phrase,1,,,3,grammar,unreviewed,
a1_health_001,"die Gesundheit","Здраве",noun,1,,,3,everyday-phrases,unreviewed,
