ID,German,Bulgarian,Part of Speech,Difficulty,Gender,Plural,Examples,Categories,Status,Notes
a1_animal_007,"das Schwein","Свиня",noun,1,,,3,animals,unreviewed,
a1_animal_008,"das Schaf","Овца",noun,1,,,3,animals,unreviewed,
a1_animal_009,"das Huhn, das Küken","Пиле",noun,1,,,3,animals,unreviewed,
a1_animal_010,"die Maus","Мишка",noun,1,,,3,animals,unreviewed,
a1_animal_011,"der Bär","Мечка",noun,1,,,3,animals,unreviewed,
a1_animal_012,"der Wolf","Вълк",noun,1,,,3,animals,unreviewed,
a1_animal_013,"der Fuchs","Лисица",noun,1,,,3,animals,unreviewed,
a1_animal_014,"der Hase","Заек",noun,1,,,3,animals,unreviewed,
a1_animal_015,"die Schlange","Змия",noun,1,,,3,animals,unreviewed,
a1_transport_001,"das Auto","Кола",noun,1,,,3,transport,unreviewed,
