ID,German,Bulgarian,Part of Speech,Difficulty,Gender,Plural,Examples,Categories,Status,Notes
a1_adj_044,"interessant","Интересен",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adj_045,"schön, hübsch","Красив",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adj_046,"sauber, rein","Чист",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adj_047,"schmutzig","Мръсен",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adj_048,"voll","Пълен",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adj_049,"leer","Празен",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adj_050,"offen, geöffnet","Отворен",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adj_051,"geschlossen","Затворен",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adj_052,"gerade, richtig","Прав",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adj_053,"krumm, schief","Криви",phrase,1,,,3,everyday-phrases,unreviewed,
