ID,German,Bulgarian,Part of Speech,Difficulty,Gender,Plural,Examples,Categories,Status,Notes
a1_number_019_dup1,"neunzehn","Деветнадесет",number,1,,,3,numbers,unreviewed,
a1_number_030_dup1,"dreißig","Тридесет",number,1,,,3,numbers,unreviewed,
a1_number_040_dup1,"vierzig","Четиридесет",number,1,,,3,numbers,unreviewed,
a1_number_050_dup1,"fünfzig","Петдесет",number,1,,,3,numbers,unreviewed,
a1_number_060_dup1,"sechzig","Шестдесет",number,1,,,3,numbers,unreviewed,
a1_number_070_dup1,"siebzig","Седемдесет",number,1,,,3,numbers,unreviewed,
a1_number_080_dup1,"achtzig","Осемдесет",number,1,,,3,numbers,unreviewed,
a1_number_090_dup1,"neunzig","Деветдесет",number,1,,,3,numbers,unreviewed,
a1_number_100_dup1,"hundert","Сто",number,1,,,3,numbers,unreviewed,
a1_number_1000_dup1,"tausend","Хиляда",number,1,,,3,numbers,unreviewed,
