ID,German,Bulgarian,Part of Speech,Difficulty,Gender,Plural,Examples,Categories,Status,Notes
a1_color_003,"rot","Червен",phrase,1,,,3,colors,unreviewed,
a1_color_004,"blau","Син",phrase,1,,,3,colors,unreviewed,
a1_color_005,"grün","Зелен",phrase,1,,,3,colors,unreviewed,
a1_color_006,"gelb","Жълт",phrase,2,,,3,colors,unreviewed,
a1_color_007,"orange","Оранжев",phrase,2,,,3,colors,unreviewed,
a1_color_008,"braun","Кафяв",phrase,2,,,3,colors,unreviewed,
a1_color_009,"grau","Сив",phrase,1,,,3,colors,unreviewed,
a1_color_010,"rosa, pink","Розов",phrase,1,,,3,colors,unreviewed,
a1_adj_008,"groß","Голям",phrase,1,,,3,everyday-phrases,unreviewed,
a1_adj_009,"klein","Малък",phrase,1,,,3,everyday-phrases,unreviewed,
