ID,German,Bulgarian,Part of Speech,Difficulty,Gender,Plural,Examples,Categories,Status,Notes
a1_final_013,"Luft","Въздух",phrase,1,,,3,everyday-phrases,unreviewed,
a1_final_014,"Feuer","Огън",phrase,1,,,3,nature,unreviewed,
a1_final_015,"Wasser","Вода",phrase,1,,,3,food;nature,unreviewed,
a1_final_016,"Eis","Лед",phrase,1,,,3,food;weather,unreviewed,
a1_final_017,"Stein","Камък",phrase,1,,,3,nature,unreviewed,
a1_final_018,"Sand","Пясък",phrase,1,,,3,nature,unreviewed,
a1_final_019,"Staub","Прах",phrase,1,,,3,everyday-phrases,unreviewed,
a1_final_020,"Rauch","Дим",phrase,1,,,3,everyday-phrases,unreviewed,
a1_final_021,"Licht","Светлина",phrase,1,,,3,weather,unreviewed,
a1_final_022,"Schatten","Сянка",phrase,1,,,3,everyday-phrases,unreviewed,
